database_x,database_y,description_x,description_y,label
consultation_record-requesting_department,admission_records-household_registration_address,The department that requested the consultation.,Registered permanent address.,0
consultation_record-requesting_department,admission_records-past_medical_history,The department that requested the consultation.,Patient's previous medical history.,0
consultation_record-requesting_department,admission_records-date,The department that requested the consultation.,General date of record.,0
consultation_record-requesting_department,admission_records-menstrual_history,The department that requested the consultation.,History of the patient's menstrual cycle.,0
consultation_record-requesting_department,admission_records-ethnicity,The department that requested the consultation.,Patient's ethnic background.,0
consultation_record-requesting_department,admission_records-parents_name,The department that requested the consultation.,Name of the patient's biological or adoptive parent (if applicable).,0
consultation_record-requesting_department,admission_records-present_illness_history,The department that requested the consultation.,History of the present illness.,0
consultation_record-requesting_department,admission_records-phone_number,The department that requested the consultation.,Patient's contact phone number.,0
consultation_record-requesting_department,admission_records-occupation,The department that requested the consultation.,Patient's occupation.,0
consultation_record-requesting_department,admission_records-drug_and_food_allergy_history,The department that requested the consultation.,History of allergies to drugs and food.,0
consultation_record-requesting_department,admission_records-auxiliary_examination,The department that requested the consultation.,Notes from additional examinations and tests.,0
consultation_record-requesting_department,normal_discharge_records-case_number,The department that requested the consultation.,Unique identifier for the patient's case.,0
consultation_record-requesting_department,normal_discharge_records-hospital_course,The department that requested the consultation.,Summary of the patient's hospital stay and progress.,0
consultation_record-requesting_department,normal_discharge_records-admission_condition,The department that requested the consultation.,Patient's condition upon admission.,0
consultation_record-requesting_department,normal_discharge_records-admission_time,The department that requested the consultation.,The exact time when the patient was admitted.,0
consultation_record-requesting_department,normal_discharge_records-admission_diagnosis,The department that requested the consultation.,Initial diagnosis when the patient was admitted.,0
consultation_record-requesting_department,normal_discharge_records-discharge_instructions,The department that requested the consultation.,Medical instructions provided upon discharge.,0
consultation_record-requesting_department,normal_discharge_records-discharge_condition,The department that requested the consultation.,Patient's condition upon discharge.,0
consultation_record-requesting_department,normal_discharge_records-discharge_date,The department that requested the consultation.,The date the patient was discharged from the hospital.,0
consultation_record-requesting_department,normal_discharge_records-discharge_diagnosis,The department that requested the consultation.,Final diagnosis made upon discharge.,0
consultation_record-requesting_department,normal_discharge_records-physician_s_signature,The department that requested the consultation.,Signature of the attending physician.,0
consultation_record-requesting_department,normal_discharge_records-patient_s_signature_fingerprint,The department that requested the consultation.,Patient's signature or fingerprint for verification.,0
consultation_record-requesting_department,normal_discharge_records-signature_date,The department that requested the consultation.,Date when the signatures were recorded.,0
consultation_record-requesting_department,operation_record-date_and_time,The department that requested the consultation.,The date and time when the surgery was performed.,0
consultation_record-requesting_department,operation_record-primary_surgeon,The department that requested the consultation.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
consultation_record-requesting_department,operation_record-bed_number,The department that requested the consultation.,The bed number assigned to the patient.,0
consultation_record-requesting_department,operation_record-current_department,The department that requested the consultation.,The medical department of the patient at the time of surgery.,0
consultation_record-requesting_department,operation_record-frozen_section_results,The department that requested the consultation.,Results from the intraoperative frozen section analysis.,0
consultation_record-requesting_department,operation_record-patient_name,The department that requested the consultation.,The full name of the patient undergoing surgery.,0
consultation_record-requesting_department,operation_record-surgeon_signature,The department that requested the consultation.,Signature of the primary surgeon.,0
consultation_record-requesting_department,operation_record-routine_pathology_specimen_description,The department that requested the consultation.,Description of the specimens sent for routine pathology.,0
consultation_record-requesting_department,operation_record-preoperative_diagnosis,The department that requested the consultation.,The diagnosis provided prior to the surgery.,0
consultation_record-requesting_department,operation_record-postoperative_diagnosis,The department that requested the consultation.,The diagnosis confirmed after the surgery is completed.,0
consultation_record-requesting_department,operation_record-anesthesiologist,The department that requested the consultation.,The name of the anesthesiologist in charge of administering anesthesia.,0
consultation_record-requesting_department,operation_record-type_of_anesthesia,The department that requested the consultation.,The specific type of anesthesia used during the operation.,0
consultation_record-requesting_department,operation_record-first_assistant,The department that requested the consultation.,The name of the first assistant surgeon (if applicable).,0
consultation_record-requesting_department,operation_record-second_assistant,The department that requested the consultation.,The name of the second assistant surgeon (if applicable).,0
consultation_record-requesting_department,operation_record-intraoperative_blood_transfusion_volume,The department that requested the consultation.,The amount of blood transfused during the surgery.,0
consultation_record-requesting_department,consultation_record-consultation_participants,The department that requested the consultation.,Names of the medical professionals involved in the consultation.,0
consultation_record-requesting_department,consultation_record-consultation_time,The department that requested the consultation.,The date and time when the consultation took place.,0
consultation_record-requesting_department,consultation_record-consultation_department,The department that requested the consultation.,The medical department responsible for the consultation.,1
consultation_record-requesting_department,consultation_record-consultation_opinions,The department that requested the consultation.,Opinions and recommendations provided during the consultation.,0
consultation_record-requesting_department,consultation_record-consultation_purpose,The department that requested the consultation.,The purpose or reason for requesting the consultation.,0
consultation_record-requesting_department,consultation_record-current_bed_number,The department that requested the consultation.,The patient's assigned bed number at the time of consultation.,0
consultation_record-requesting_department,consultation_record-gender,The department that requested the consultation.,The gender of the patient.,0
consultation_record-requesting_department,consultation_record-patient_name,The department that requested the consultation.,The full name of the patient.,0
consultation_record-requesting_department,consultation_record-recording_physician_s_signature,The department that requested the consultation.,Signature of the physician documenting the consultation.,0
consultation_record-requesting_department,consultation_record-lab_and_equipment_findings,The department that requested the consultation.,Results from any lab tests or equipment used during the consultation.,0
consultation_record-requesting_department,consultation_record-requesting_physician,The department that requested the consultation.,The physician who requested the consultation.,0
consultation_record-requesting_department,consultation_record-request_time,The department that requested the consultation.,The date and time when the consultation was requested.,0
consultation_record-requesting_department,preoperative_summary-physician_s_signature,The department that requested the consultation.,The signature of the physician responsible for the preoperative assessment.,0
consultation_record-requesting_department,preoperative_summary-course_of_illness_time,The department that requested the consultation.,The duration or time frame of the patient's illness leading up to the surgery.,0
consultation_record-requesting_department,preoperative_summary-diagnosis,The department that requested the consultation.,The medical condition diagnosed before the surgery.,0
consultation_record-requesting_department,preoperative_summary-preoperative_preparation,The department that requested the consultation.,The preparations made before the surgery.,0
consultation_record-requesting_department,preoperative_summary-recording_physician_s_signature,The department that requested the consultation.,The signature of the physician who documented the preoperative summary.,0
consultation_record-requesting_department,preoperative_summary-proposed_surgical_method,The department that requested the consultation.,The planned method or type of surgical procedure.,0
consultation_record-requesting_department,preoperative_summary-brief_medical_history,The department that requested the consultation.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
consultation_record-requesting_department,death_record-medical_record_number,The department that requested the consultation.,The unique number assigned to the patient's medical record.,0
consultation_record-requesting_department,death_record-admit_situation,The department that requested the consultation.,The condition of the patient upon admission.,0
consultation_record-requesting_department,death_record-admission_date,The department that requested the consultation.,The date when the patient was admitted to the hospital.,0
consultation_record-requesting_department,death_record-date_of_birth,The department that requested the consultation.,The patient's date of birth.,0
consultation_record-requesting_department,death_record-physician_s_signature,The department that requested the consultation.,The signatures of the physician(s) involved.,0
consultation_record-requesting_department,death_record-current_bed_number,The department that requested the consultation.,The bed number assigned to the patient at the time of death.,0
consultation_record-requesting_department,death_record-current_department,The department that requested the consultation.,The hospital department where the patient was located at the time of death.,0
consultation_record-requesting_department,death_record-patient_name,The department that requested the consultation.,The name of the deceased patient.,0
consultation_record-requesting_department,death_record-cause_of_death,The department that requested the consultation.,The identified cause of death.,0
consultation_record-requesting_department,death_record-time_of_death,The department that requested the consultation.,The specific date and time when the patient passed away.,0
consultation_record-requesting_department,death_record-death_diagnosis,The department that requested the consultation.,The diagnosis established as the cause or underlying reason for death.,0
consultation_record-requesting_department,death_record-record_time,The department that requested the consultation.,The time when the death record was documented.,0
consultation_record-requesting_department,death_record-diagnosis_and_treatment_process,The department that requested the consultation.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
consultation_record-requesting_department,death_record-recording_physician_s_signature,The department that requested the consultation.,The signature of the physician who documented the death record.,0
consultation_record-requesting_department,death_record-patient_hospitalization_id,The department that requested the consultation.,The unique ID assigned to the patient’s hospitalization.,0
consultation_record-opinion,admission_records-name,The professional opinions and recommendations given during the consultation.,Patient's full name.,0
consultation_record-opinion,admission_records-gender,The professional opinions and recommendations given during the consultation.,Patient's gender.,0
consultation_record-opinion,admission_records-physical_examination,The professional opinions and recommendations given during the consultation.,Notes from the physical examination of the patient.,0
consultation_record-opinion,admission_records-personal_history,The professional opinions and recommendations given during the consultation.,Patient's personal history.,0
consultation_record-opinion,admission_records-preliminary_diagnosis,The professional opinions and recommendations given during the consultation.,Initial diagnosis made upon admission.,0
consultation_record-opinion,admission_records-chief_complaint,The professional opinions and recommendations given during the consultation.,Main complaint or reason for admission.,0
consultation_record-opinion,admission_records-historian,The professional opinions and recommendations given during the consultation.,Person providing the medical history.,0
consultation_record-opinion,admission_records-admission_date,The professional opinions and recommendations given during the consultation.,Date when the patient was admitted.,0
consultation_record-opinion,admission_records-place_of_birth,The professional opinions and recommendations given during the consultation.,Patient's place of birth.,0
consultation_record-opinion,admission_records-current_address,The professional opinions and recommendations given during the consultation.,Residential address of the patient.,0
consultation_record-opinion,admission_records-marital_status,The professional opinions and recommendations given during the consultation.,Patient's marital status.,0
consultation_record-opinion,admission_records-obstetric_history,The professional opinions and recommendations given during the consultation.,History of pregnancies and childbirth.,0
consultation_record-opinion,admission_records-family_history,The professional opinions and recommendations given during the consultation.,Medical history of the patient's family.,0
consultation_record-opinion,admission_records-age,The professional opinions and recommendations given during the consultation.,Patient's age.,0
consultation_record-opinion,admission_records-current_department,The professional opinions and recommendations given during the consultation.,The specific department or unit where the patient is currently receiving treatment.,0
consultation_record-opinion,admission_records-household_registration_address,The professional opinions and recommendations given during the consultation.,Registered permanent address.,0
consultation_record-opinion,admission_records-past_medical_history,The professional opinions and recommendations given during the consultation.,Patient's previous medical history.,0
consultation_record-opinion,admission_records-date,The professional opinions and recommendations given during the consultation.,General date of record.,0
consultation_record-opinion,admission_records-menstrual_history,The professional opinions and recommendations given during the consultation.,History of the patient's menstrual cycle.,0
consultation_record-opinion,admission_records-ethnicity,The professional opinions and recommendations given during the consultation.,Patient's ethnic background.,0
consultation_record-opinion,admission_records-parents_name,The professional opinions and recommendations given during the consultation.,Name of the patient's biological or adoptive parent (if applicable).,0
consultation_record-opinion,admission_records-present_illness_history,The professional opinions and recommendations given during the consultation.,History of the present illness.,0
consultation_record-opinion,admission_records-phone_number,The professional opinions and recommendations given during the consultation.,Patient's contact phone number.,0
consultation_record-opinion,admission_records-occupation,The professional opinions and recommendations given during the consultation.,Patient's occupation.,0
consultation_record-opinion,admission_records-drug_and_food_allergy_history,The professional opinions and recommendations given during the consultation.,History of allergies to drugs and food.,0
consultation_record-opinion,admission_records-auxiliary_examination,The professional opinions and recommendations given during the consultation.,Notes from additional examinations and tests.,0
consultation_record-opinion,normal_discharge_records-case_number,The professional opinions and recommendations given during the consultation.,Unique identifier for the patient's case.,0
consultation_record-opinion,normal_discharge_records-hospital_course,The professional opinions and recommendations given during the consultation.,Summary of the patient's hospital stay and progress.,0
consultation_record-opinion,normal_discharge_records-admission_condition,The professional opinions and recommendations given during the consultation.,Patient's condition upon admission.,0
consultation_record-opinion,normal_discharge_records-admission_time,The professional opinions and recommendations given during the consultation.,The exact time when the patient was admitted.,0
consultation_record-opinion,normal_discharge_records-admission_diagnosis,The professional opinions and recommendations given during the consultation.,Initial diagnosis when the patient was admitted.,0
consultation_record-opinion,normal_discharge_records-discharge_instructions,The professional opinions and recommendations given during the consultation.,Medical instructions provided upon discharge.,0
consultation_record-opinion,normal_discharge_records-discharge_condition,The professional opinions and recommendations given during the consultation.,Patient's condition upon discharge.,0
consultation_record-opinion,normal_discharge_records-discharge_date,The professional opinions and recommendations given during the consultation.,The date the patient was discharged from the hospital.,0
consultation_record-opinion,normal_discharge_records-discharge_diagnosis,The professional opinions and recommendations given during the consultation.,Final diagnosis made upon discharge.,0
consultation_record-opinion,normal_discharge_records-physician_s_signature,The professional opinions and recommendations given during the consultation.,Signature of the attending physician.,0
consultation_record-opinion,normal_discharge_records-patient_s_signature_fingerprint,The professional opinions and recommendations given during the consultation.,Patient's signature or fingerprint for verification.,0
consultation_record-opinion,normal_discharge_records-signature_date,The professional opinions and recommendations given during the consultation.,Date when the signatures were recorded.,0
consultation_record-opinion,operation_record-date_and_time,The professional opinions and recommendations given during the consultation.,The date and time when the surgery was performed.,0
consultation_record-opinion,operation_record-primary_surgeon,The professional opinions and recommendations given during the consultation.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
consultation_record-opinion,operation_record-bed_number,The professional opinions and recommendations given during the consultation.,The bed number assigned to the patient.,0
consultation_record-opinion,operation_record-current_department,The professional opinions and recommendations given during the consultation.,The medical department of the patient at the time of surgery.,0
consultation_record-opinion,operation_record-frozen_section_results,The professional opinions and recommendations given during the consultation.,Results from the intraoperative frozen section analysis.,0
consultation_record-opinion,operation_record-patient_name,The professional opinions and recommendations given during the consultation.,The full name of the patient undergoing surgery.,0
consultation_record-opinion,operation_record-surgeon_signature,The professional opinions and recommendations given during the consultation.,Signature of the primary surgeon.,0
consultation_record-opinion,operation_record-routine_pathology_specimen_description,The professional opinions and recommendations given during the consultation.,Description of the specimens sent for routine pathology.,0
consultation_record-opinion,operation_record-preoperative_diagnosis,The professional opinions and recommendations given during the consultation.,The diagnosis provided prior to the surgery.,0
consultation_record-opinion,operation_record-postoperative_diagnosis,The professional opinions and recommendations given during the consultation.,The diagnosis confirmed after the surgery is completed.,0
consultation_record-opinion,operation_record-anesthesiologist,The professional opinions and recommendations given during the consultation.,The name of the anesthesiologist in charge of administering anesthesia.,0
consultation_record-opinion,operation_record-type_of_anesthesia,The professional opinions and recommendations given during the consultation.,The specific type of anesthesia used during the operation.,0
consultation_record-opinion,operation_record-first_assistant,The professional opinions and recommendations given during the consultation.,The name of the first assistant surgeon (if applicable).,0
consultation_record-opinion,operation_record-second_assistant,The professional opinions and recommendations given during the consultation.,The name of the second assistant surgeon (if applicable).,0
consultation_record-opinion,operation_record-intraoperative_blood_transfusion_volume,The professional opinions and recommendations given during the consultation.,The amount of blood transfused during the surgery.,0
consultation_record-opinion,consultation_record-consultation_participants,The professional opinions and recommendations given during the consultation.,Names of the medical professionals involved in the consultation.,0
consultation_record-opinion,consultation_record-consultation_time,The professional opinions and recommendations given during the consultation.,The date and time when the consultation took place.,0
consultation_record-opinion,consultation_record-consultation_department,The professional opinions and recommendations given during the consultation.,The medical department responsible for the consultation.,0
consultation_record-opinion,consultation_record-consultation_opinions,The professional opinions and recommendations given during the consultation.,Opinions and recommendations provided during the consultation.,1
consultation_record-opinion,consultation_record-consultation_purpose,The professional opinions and recommendations given during the consultation.,The purpose or reason for requesting the consultation.,0
consultation_record-opinion,consultation_record-current_bed_number,The professional opinions and recommendations given during the consultation.,The patient's assigned bed number at the time of consultation.,0
consultation_record-opinion,consultation_record-gender,The professional opinions and recommendations given during the consultation.,The gender of the patient.,0
consultation_record-opinion,consultation_record-patient_name,The professional opinions and recommendations given during the consultation.,The full name of the patient.,0
consultation_record-opinion,consultation_record-recording_physician_s_signature,The professional opinions and recommendations given during the consultation.,Signature of the physician documenting the consultation.,0
consultation_record-opinion,consultation_record-lab_and_equipment_findings,The professional opinions and recommendations given during the consultation.,Results from any lab tests or equipment used during the consultation.,0
consultation_record-opinion,consultation_record-requesting_physician,The professional opinions and recommendations given during the consultation.,The physician who requested the consultation.,0
consultation_record-opinion,consultation_record-request_time,The professional opinions and recommendations given during the consultation.,The date and time when the consultation was requested.,0
consultation_record-opinion,preoperative_summary-physician_s_signature,The professional opinions and recommendations given during the consultation.,The signature of the physician responsible for the preoperative assessment.,0
consultation_record-opinion,preoperative_summary-course_of_illness_time,The professional opinions and recommendations given during the consultation.,The duration or time frame of the patient's illness leading up to the surgery.,0
consultation_record-opinion,preoperative_summary-diagnosis,The professional opinions and recommendations given during the consultation.,The medical condition diagnosed before the surgery.,0
consultation_record-opinion,preoperative_summary-preoperative_preparation,The professional opinions and recommendations given during the consultation.,The preparations made before the surgery.,0
consultation_record-opinion,preoperative_summary-recording_physician_s_signature,The professional opinions and recommendations given during the consultation.,The signature of the physician who documented the preoperative summary.,0
consultation_record-opinion,preoperative_summary-proposed_surgical_method,The professional opinions and recommendations given during the consultation.,The planned method or type of surgical procedure.,0
consultation_record-opinion,preoperative_summary-brief_medical_history,The professional opinions and recommendations given during the consultation.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
consultation_record-opinion,death_record-medical_record_number,The professional opinions and recommendations given during the consultation.,The unique number assigned to the patient's medical record.,0
consultation_record-opinion,death_record-admit_situation,The professional opinions and recommendations given during the consultation.,The condition of the patient upon admission.,0
consultation_record-opinion,death_record-admission_date,The professional opinions and recommendations given during the consultation.,The date when the patient was admitted to the hospital.,0
consultation_record-opinion,death_record-date_of_birth,The professional opinions and recommendations given during the consultation.,The patient's date of birth.,0
consultation_record-opinion,death_record-physician_s_signature,The professional opinions and recommendations given during the consultation.,The signatures of the physician(s) involved.,0
consultation_record-opinion,death_record-current_bed_number,The professional opinions and recommendations given during the consultation.,The bed number assigned to the patient at the time of death.,0
consultation_record-opinion,death_record-current_department,The professional opinions and recommendations given during the consultation.,The hospital department where the patient was located at the time of death.,0
consultation_record-opinion,death_record-patient_name,The professional opinions and recommendations given during the consultation.,The name of the deceased patient.,0
consultation_record-opinion,death_record-cause_of_death,The professional opinions and recommendations given during the consultation.,The identified cause of death.,0
consultation_record-opinion,death_record-time_of_death,The professional opinions and recommendations given during the consultation.,The specific date and time when the patient passed away.,0
consultation_record-opinion,death_record-death_diagnosis,The professional opinions and recommendations given during the consultation.,The diagnosis established as the cause or underlying reason for death.,0
consultation_record-opinion,death_record-record_time,The professional opinions and recommendations given during the consultation.,The time when the death record was documented.,0
consultation_record-opinion,death_record-diagnosis_and_treatment_process,The professional opinions and recommendations given during the consultation.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
consultation_record-opinion,death_record-recording_physician_s_signature,The professional opinions and recommendations given during the consultation.,The signature of the physician who documented the death record.,0
consultation_record-opinion,death_record-patient_hospitalization_id,The professional opinions and recommendations given during the consultation.,The unique ID assigned to the patient’s hospitalization.,0
consultation_record-purpose_of_consultation,admission_records-name,The specific reason or goal for the consultation.,Patient's full name.,0
consultation_record-purpose_of_consultation,admission_records-gender,The specific reason or goal for the consultation.,Patient's gender.,0
consultation_record-purpose_of_consultation,admission_records-physical_examination,The specific reason or goal for the consultation.,Notes from the physical examination of the patient.,0
consultation_record-purpose_of_consultation,admission_records-personal_history,The specific reason or goal for the consultation.,Patient's personal history.,0
consultation_record-purpose_of_consultation,admission_records-preliminary_diagnosis,The specific reason or goal for the consultation.,Initial diagnosis made upon admission.,0
consultation_record-purpose_of_consultation,admission_records-chief_complaint,The specific reason or goal for the consultation.,Main complaint or reason for admission.,0
consultation_record-purpose_of_consultation,admission_records-historian,The specific reason or goal for the consultation.,Person providing the medical history.,0
consultation_record-purpose_of_consultation,admission_records-admission_date,The specific reason or goal for the consultation.,Date when the patient was admitted.,0
consultation_record-purpose_of_consultation,admission_records-place_of_birth,The specific reason or goal for the consultation.,Patient's place of birth.,0
consultation_record-purpose_of_consultation,admission_records-current_address,The specific reason or goal for the consultation.,Residential address of the patient.,0
consultation_record-purpose_of_consultation,admission_records-marital_status,The specific reason or goal for the consultation.,Patient's marital status.,0
consultation_record-purpose_of_consultation,admission_records-obstetric_history,The specific reason or goal for the consultation.,History of pregnancies and childbirth.,0
consultation_record-purpose_of_consultation,admission_records-family_history,The specific reason or goal for the consultation.,Medical history of the patient's family.,0
consultation_record-purpose_of_consultation,admission_records-age,The specific reason or goal for the consultation.,Patient's age.,0
consultation_record-purpose_of_consultation,admission_records-current_department,The specific reason or goal for the consultation.,The specific department or unit where the patient is currently receiving treatment.,0
consultation_record-purpose_of_consultation,admission_records-household_registration_address,The specific reason or goal for the consultation.,Registered permanent address.,0
consultation_record-purpose_of_consultation,admission_records-past_medical_history,The specific reason or goal for the consultation.,Patient's previous medical history.,0
consultation_record-purpose_of_consultation,admission_records-date,The specific reason or goal for the consultation.,General date of record.,0
consultation_record-purpose_of_consultation,admission_records-menstrual_history,The specific reason or goal for the consultation.,History of the patient's menstrual cycle.,0
consultation_record-purpose_of_consultation,admission_records-ethnicity,The specific reason or goal for the consultation.,Patient's ethnic background.,0
consultation_record-purpose_of_consultation,admission_records-parents_name,The specific reason or goal for the consultation.,Name of the patient's biological or adoptive parent (if applicable).,0
consultation_record-purpose_of_consultation,admission_records-present_illness_history,The specific reason or goal for the consultation.,History of the present illness.,0
consultation_record-purpose_of_consultation,admission_records-phone_number,The specific reason or goal for the consultation.,Patient's contact phone number.,0
consultation_record-purpose_of_consultation,admission_records-occupation,The specific reason or goal for the consultation.,Patient's occupation.,0
consultation_record-purpose_of_consultation,admission_records-drug_and_food_allergy_history,The specific reason or goal for the consultation.,History of allergies to drugs and food.,0
consultation_record-purpose_of_consultation,admission_records-auxiliary_examination,The specific reason or goal for the consultation.,Notes from additional examinations and tests.,0
consultation_record-purpose_of_consultation,normal_discharge_records-case_number,The specific reason or goal for the consultation.,Unique identifier for the patient's case.,0
consultation_record-purpose_of_consultation,normal_discharge_records-hospital_course,The specific reason or goal for the consultation.,Summary of the patient's hospital stay and progress.,0
consultation_record-purpose_of_consultation,normal_discharge_records-admission_condition,The specific reason or goal for the consultation.,Patient's condition upon admission.,0
consultation_record-purpose_of_consultation,normal_discharge_records-admission_time,The specific reason or goal for the consultation.,The exact time when the patient was admitted.,0
consultation_record-purpose_of_consultation,normal_discharge_records-admission_diagnosis,The specific reason or goal for the consultation.,Initial diagnosis when the patient was admitted.,0
consultation_record-purpose_of_consultation,normal_discharge_records-discharge_instructions,The specific reason or goal for the consultation.,Medical instructions provided upon discharge.,0
consultation_record-purpose_of_consultation,normal_discharge_records-discharge_condition,The specific reason or goal for the consultation.,Patient's condition upon discharge.,0
consultation_record-purpose_of_consultation,normal_discharge_records-discharge_date,The specific reason or goal for the consultation.,The date the patient was discharged from the hospital.,0
consultation_record-purpose_of_consultation,normal_discharge_records-discharge_diagnosis,The specific reason or goal for the consultation.,Final diagnosis made upon discharge.,0
consultation_record-purpose_of_consultation,normal_discharge_records-physician_s_signature,The specific reason or goal for the consultation.,Signature of the attending physician.,0
consultation_record-purpose_of_consultation,normal_discharge_records-patient_s_signature_fingerprint,The specific reason or goal for the consultation.,Patient's signature or fingerprint for verification.,0
consultation_record-purpose_of_consultation,normal_discharge_records-signature_date,The specific reason or goal for the consultation.,Date when the signatures were recorded.,0
consultation_record-purpose_of_consultation,operation_record-date_and_time,The specific reason or goal for the consultation.,The date and time when the surgery was performed.,0
consultation_record-purpose_of_consultation,operation_record-primary_surgeon,The specific reason or goal for the consultation.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
consultation_record-purpose_of_consultation,operation_record-bed_number,The specific reason or goal for the consultation.,The bed number assigned to the patient.,0
consultation_record-purpose_of_consultation,operation_record-current_department,The specific reason or goal for the consultation.,The medical department of the patient at the time of surgery.,0
consultation_record-purpose_of_consultation,operation_record-frozen_section_results,The specific reason or goal for the consultation.,Results from the intraoperative frozen section analysis.,0
consultation_record-purpose_of_consultation,operation_record-patient_name,The specific reason or goal for the consultation.,The full name of the patient undergoing surgery.,0
consultation_record-purpose_of_consultation,operation_record-surgeon_signature,The specific reason or goal for the consultation.,Signature of the primary surgeon.,0
consultation_record-purpose_of_consultation,operation_record-routine_pathology_specimen_description,The specific reason or goal for the consultation.,Description of the specimens sent for routine pathology.,0
consultation_record-purpose_of_consultation,operation_record-preoperative_diagnosis,The specific reason or goal for the consultation.,The diagnosis provided prior to the surgery.,0
consultation_record-purpose_of_consultation,operation_record-postoperative_diagnosis,The specific reason or goal for the consultation.,The diagnosis confirmed after the surgery is completed.,0
consultation_record-purpose_of_consultation,operation_record-anesthesiologist,The specific reason or goal for the consultation.,The name of the anesthesiologist in charge of administering anesthesia.,0
consultation_record-purpose_of_consultation,operation_record-type_of_anesthesia,The specific reason or goal for the consultation.,The specific type of anesthesia used during the operation.,0
consultation_record-purpose_of_consultation,operation_record-first_assistant,The specific reason or goal for the consultation.,The name of the first assistant surgeon (if applicable).,0
consultation_record-purpose_of_consultation,operation_record-second_assistant,The specific reason or goal for the consultation.,The name of the second assistant surgeon (if applicable).,0
consultation_record-purpose_of_consultation,operation_record-intraoperative_blood_transfusion_volume,The specific reason or goal for the consultation.,The amount of blood transfused during the surgery.,0
consultation_record-purpose_of_consultation,consultation_record-consultation_participants,The specific reason or goal for the consultation.,Names of the medical professionals involved in the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-consultation_time,The specific reason or goal for the consultation.,The date and time when the consultation took place.,0
consultation_record-purpose_of_consultation,consultation_record-consultation_department,The specific reason or goal for the consultation.,The medical department responsible for the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-consultation_opinions,The specific reason or goal for the consultation.,Opinions and recommendations provided during the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-consultation_purpose,The specific reason or goal for the consultation.,The purpose or reason for requesting the consultation.,1
consultation_record-purpose_of_consultation,consultation_record-current_bed_number,The specific reason or goal for the consultation.,The patient's assigned bed number at the time of consultation.,0
consultation_record-purpose_of_consultation,consultation_record-gender,The specific reason or goal for the consultation.,The gender of the patient.,0
consultation_record-purpose_of_consultation,consultation_record-patient_name,The specific reason or goal for the consultation.,The full name of the patient.,0
consultation_record-purpose_of_consultation,consultation_record-recording_physician_s_signature,The specific reason or goal for the consultation.,Signature of the physician documenting the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-lab_and_equipment_findings,The specific reason or goal for the consultation.,Results from any lab tests or equipment used during the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-requesting_physician,The specific reason or goal for the consultation.,The physician who requested the consultation.,0
consultation_record-purpose_of_consultation,consultation_record-request_time,The specific reason or goal for the consultation.,The date and time when the consultation was requested.,0
consultation_record-purpose_of_consultation,preoperative_summary-physician_s_signature,The specific reason or goal for the consultation.,The signature of the physician responsible for the preoperative assessment.,0
consultation_record-purpose_of_consultation,preoperative_summary-course_of_illness_time,The specific reason or goal for the consultation.,The duration or time frame of the patient's illness leading up to the surgery.,0
consultation_record-purpose_of_consultation,preoperative_summary-diagnosis,The specific reason or goal for the consultation.,The medical condition diagnosed before the surgery.,0
consultation_record-purpose_of_consultation,preoperative_summary-preoperative_preparation,The specific reason or goal for the consultation.,The preparations made before the surgery.,0
consultation_record-purpose_of_consultation,preoperative_summary-recording_physician_s_signature,The specific reason or goal for the consultation.,The signature of the physician who documented the preoperative summary.,0
consultation_record-purpose_of_consultation,preoperative_summary-proposed_surgical_method,The specific reason or goal for the consultation.,The planned method or type of surgical procedure.,0
consultation_record-purpose_of_consultation,preoperative_summary-brief_medical_history,The specific reason or goal for the consultation.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
consultation_record-purpose_of_consultation,death_record-medical_record_number,The specific reason or goal for the consultation.,The unique number assigned to the patient's medical record.,0
consultation_record-purpose_of_consultation,death_record-admit_situation,The specific reason or goal for the consultation.,The condition of the patient upon admission.,0
consultation_record-purpose_of_consultation,death_record-admission_date,The specific reason or goal for the consultation.,The date when the patient was admitted to the hospital.,0
consultation_record-purpose_of_consultation,death_record-date_of_birth,The specific reason or goal for the consultation.,The patient's date of birth.,0
consultation_record-purpose_of_consultation,death_record-physician_s_signature,The specific reason or goal for the consultation.,The signatures of the physician(s) involved.,0
consultation_record-purpose_of_consultation,death_record-current_bed_number,The specific reason or goal for the consultation.,The bed number assigned to the patient at the time of death.,0
consultation_record-purpose_of_consultation,death_record-current_department,The specific reason or goal for the consultation.,The hospital department where the patient was located at the time of death.,0
